,BBL,KBANK,SCB,TMB,CIMBT,PTT,PTTEP,TOP,THAI,SSP,ADVANC,AOT,INTUCH,TRUE,HANA,CPF,MCP,TU,SAWAD,THCOM,STA,SANKO,TKC,TKN,TPIPL,AP,LH,PF,QH,RATCH,FSS,MFC,TISCO,THAI,THREL,BEM,BGRIM,BTS,CGD,EA,BDMS,CHG,GMCO,HQ,KCE,ITD,SLP,SYNTEC,VNG,X1X
2021-04-15,4486581,15622127,1816102,18701185,1208908,11613667,5354092,14758744,4817852,10695911,18938024,14440092,19252532,15230923,4443393,11789832,19218181,8825375,17456565,3142132,15447897,15278445,13198111,11530591,10031869,6993875,1948543,3105196,1124727,12138423,17361461,1790716,1189123,4817852,10609949,10758077,6680632,14314461,12333972,10053721,7755821,8265214,6928565,19885870,6652456,8341795,15016657,14337946,18842196,12538002
2021-04-16,4486549,15628633,1814614,18709572,1209730,11611203,5354319,14759033,4818890,10698293,18931540,14442662,19257989,15236125,4444517,11789979,19217642,8821239,17453400,3145754,15431706,15278475,13196057,11526233,10038279,6994492,1948910,3104364,1123822,12137510,17359152,1795006,1188604,4818890,10612947,10755249,6677524,14311588,12329657,10046797,7756184,8262465,6926572,19876795,6652177,8341067,15008998,14341624,18853033,12539103
2021-04-19,4483369,15622622,1815031,18718166,1210143,11616017,5356424,14758860,4816445,10697972,18924936,14450795,19255726,15235772,4444869,11795610,19212242,8821858,17455746,3146094,15438323,15277185,13198367,11532081,10030940,7000247,1946171,3104387,1127875,12138043,17363632,1792052,1188377,4816445,10607697,10763036,6679917,14313302,12332593,10054567,7752488,8265064,6926538,19886608,6651639,8346028,15026677,14343638,18852574,12545245
2021-04-20,4485615,15624908,1814176,18715450,1210256,11615651,5353768,14762812,4821817,10691381,18928341,14440857,19253545,15240395,4444297,11788575,19221542,8824105,17452258,3142911,15445383,15279832,13195160,11529531,10033404,6997417,1947030,3105589,1124150,12140989,17366312,1794896,1187618,4821817,10608518,10757698,6678057,14313840,12335173,10051544,7757522,8266653,6926937,19880181,6651330,8339843,15014156,14340669,18851760,12536429
2021-04-21,4487188,15622068,1815394,18707066,1209596,11613405,5351114,14760258,4818916,10696379,18927515,14440130,19256532,15235106,4445571,11796336,19212894,8820904,17454487,3144033,15449029,15274910,13196409,11528214,10036157,6997817,1947676,3107101,1126603,12134395,17363046,1795398,1187950,4818916,10608288,10760723,6681202,14317953,12327963,10050188,7754823,8263133,6932456,19886078,6651862,8338925,15021054,14345031,18850127,12539674
2021-04-22,4488137,15628074,1811040,18706142,1208342,11618397,5351778,14755796,4814968,10702753,18929104,14442957,19261762,15239692,4446032,11787354,19213870,8820747,17458396,3144088,15444577,15283312,13201257,11529042,10033246,6998962,1947263,3106178,1124382,12143600,17360094,1793466,1187594,4814968,10611125,10765841,6680813,14313004,12335025,10049584,7751932,8263916,6930743,19888964,6647661,8341260,15014980,14346921,18851555,12541740
2021-04-23,4486347,15627253,1814508,18697131,1208251,11614537,5352897,14753719,4816613,10691925,18927862,14447209,19255722,15234014,4445564,11791747,19219255,8817486,17450617,3145615,15448009,15275405,13196125,11526282,10035306,6993530,1945747,3100103,1125453,12133144,17357095,1794404,1189108,4816613,10608741,10752722,6680546,14312866,12331008,10051194,7754391,8256241,6927407,19878423,6648257,8342029,15012562,14352026,18844706,12547695
2021-04-26,4485260,15620942,1815844,18706157,1208289,11606720,5355168,14763163,4819289,10692039,18926552,14441759,19260122,15237227,4445087,11793940,19209594,8818406,17453583,3143741,15443851,15282655,13198196,11525568,10034545,6995252,1946657,3103443,1124744,12137603,17362008,1795336,1189386,4819289,10606089,10758167,6678970,14316050,12332469,10048602,7749479,8261250,6928572,19888514,6654366,8340094,15014513,14340443,18860333,12539421
2021-04-27,4483351,15611610,1815293,18708516,1212198,11618027,5350695,14761481,4818881,10692183,18935480,14439820,19257740,15232715,4443275,11792171,19219224,8822387,17451467,3143154,15442689,15276131,13199637,11529363,10033577,6995324,1947800,3104182,1124324,12139439,17356005,1792701,1190031,4818881,10606904,10760396,6683251,14314206,12339134,10041573,7747719,8260585,6928706,19883086,6654428,8348434,15008605,14345082,18849220,12539622
2021-04-28,4484312,15615330,1812638,18706885,1209004,11613215,5355215,14764547,4820344,10693140,18932780,14439268,19256835,15236092,4449254,11789603,19213665,8823618,17452148,3144651,15443255,15278841,13190536,11529273,10027537,6990640,1947126,3102917,1123039,12132904,17356560,1793337,1188698,4820344,10608416,10758999,6678206,14315888,12324236,10051080,7752060,8268047,6928773,19883353,6650377,8342007,15006433,14342330,18841908,12539766
2021-04-29,4484791,15620622,1815852,18714812,1207925,11612452,5355120,14758653,4823565,10692394,18935686,14443552,19253468,15235098,4445767,11788264,19221392,8821885,17454946,3144531,15447671,15280542,13194470,11527898,10036908,6997343,1948152,3104899,1123859,12140774,17357988,1794853,1186846,4823565,10606706,10758865,6679583,14318263,12332752,10048848,7752812,8258879,6930703,19882869,6651651,8345467,15014575,14338851,18838264,12540435
2021-04-30,4485050,15613198,1815089,18711261,1207969,11609139,5350261,14763617,4821197,10693408,18932407,14444861,19259112,15237812,4448657,11785764,19220661,8824231,17461682,3143946,15452009,15274671,13198680,11527378,10037490,6998164,1947408,3105451,1125871,12144420,17370686,1792290,1187901,4821197,10609283,10755439,6679091,14321277,12328593,10047907,7751952,8262730,6929747,19876556,6651657,8345170,15014815,14343775,18853710,12546692
2021-05-03,4482806,15622501,1814490,18709742,1208372,11612272,5350191,14752478,4816124,10689516,18926177,14450189,19256186,15237692,4444519,11789272,19218817,8823279,17459721,3142827,15451192,15280392,13193860,11531235,10032625,6996318,1945510,3108295,1123491,12136077,17351097,1792766,1189015,4816124,10609177,10757652,6678982,14310060,12323387,10045427,7757170,8263366,6925100,19882177,6649893,8336917,15022503,14339960,18852487,12544525
2021-05-04,4481326,15615566,1815051,18703409,1208379,11617979,5351868,14769632,4818954,10698924,18936722,14440394,19253484,15236514,4441469,11794749,19222285,8821000,17454272,3142886,15436945,15274522,13198415,11524006,10031715,6995902,1942236,3105015,1125512,12139115,17364611,1792017,1188060,4818954,10605049,10757845,6679347,14319128,12335475,10050958,7753975,8257667,6929230,19879630,6650275,8342914,15019315,14341002,18852519,12544612
2021-05-05,4484014,15615601,1813929,18712886,1208717,11616740,5354120,14760642,4823542,10691512,18930185,14440189,19262281,15238658,4445347,11796196,19212320,8825711,17458373,3142314,15441627,15277955,13187837,11540259,10037094,6996117,1947388,3105920,1126253,12131314,17362604,1791691,1188519,4823542,10611142,10751662,6684828,14316468,12333544,10047400,7754885,8266789,6932588,19876114,6657897,8343758,15016436,14343633,18849727,12543275
2021-05-06,4484017,15616333,1814964,18712551,1209685,11615548,5351323,14762342,4820341,10688145,18930496,14441085,19253430,15235574,4445468,11791637,19223588,8824294,17456113,3143916,15446627,15276462,13199514,11530697,10033980,6993571,1945214,3102445,1126638,12140948,17357416,1792878,1189196,4820341,10603141,10755181,6679064,14310644,12335850,10045978,7752045,8257405,6927294,19879742,6655932,8343881,15015815,14343042,18849313,12539173
2021-05-07,4483322,15620809,1813588,18711846,1210064,11611703,5356016,14765823,4820218,10694320,18930207,14448323,19253869,15232748,4442852,11794643,19214188,8820834,17462019,3144730,15439326,15274153,13193543,11521846,10029542,6997242,1948946,3106781,1123577,12141842,17359195,1793711,1189556,4820218,10615442,10752904,6680025,14320006,12329839,10053707,7751237,8258811,6929302,19882356,6654664,8339230,15015107,14341998,18846588,12542833
2021-05-10,4487785,15624345,1814986,18716362,1209863,11605441,5354619,14752845,4818825,10692537,18937388,14440978,19269196,15239277,4444069,11791347,19221083,8823196,17454515,3146394,15441266,15279552,13189710,11524789,10045632,6995841,1947806,3104004,1122987,12139931,17365198,1794057,1187883,4818825,10602312,10756477,6677827,14325002,12336526,10058082,7751635,8258948,6924213,19885178,6650506,8349298,15016543,14342976,18847304,12544494
2021-05-11,4482620,15624420,1811279,18701269,1209682,11608069,5356420,14759537,4824369,10693067,18928567,14443949,19266058,15229705,4446498,11796311,19216640,8818533,17452056,3145913,15442028,15285053,13195229,11525325,10034623,6995424,1945502,3104371,1125632,12142477,17361026,1792104,1188933,4824369,10608361,10757821,6677613,14310855,12332076,10052634,7754344,8261637,6930218,19875839,6649388,8339956,15015121,14344313,18847590,12545538
2021-05-12,4484550,15614273,1815520,18707833,1208455,11610454,5353231,14771183,4819542,10695444,18928512,14436897,19257339,15237231,4444993,11792504,19218668,8827505,17460259,3141236,15441464,15277960,13189563,11524014,10027060,6994964,1945964,3106849,1123049,12143144,17358070,1792144,1188076,4819542,10608886,10762829,6685300,14311627,12332688,10050650,7759696,8263386,6932243,19885523,6651520,8343565,15015205,14344002,18857112,12541857
2021-05-13,4487725,15617718,1815847,18709812,1210663,11620551,5353566,14771008,4818255,10694167,18928439,14444196,19259554,15242252,4448924,11791309,19219580,8825984,17451615,3142346,15433805,15279824,13197263,11518697,10038575,6999098,1946593,3105625,1124834,12145468,17356258,1791418,1188341,4818255,10614145,10753376,6677119,14316604,12327824,10048056,7760353,8267716,6923930,19882454,6653988,8340739,15016596,14346076,18857824,12545091
2021-05-14,4484404,15618340,1816743,18703096,1208105,11612773,5354046,14764332,4818025,10696156,18934717,14442518,19251001,15237246,4445707,11792938,19219242,8824732,17449928,3143141,15436283,15274745,13196407,11521634,10040506,6996884,1946553,3108551,1125235,12141453,17364472,1792221,1188815,4818025,10610062,10755346,6678498,14313314,12328137,10040987,7753534,8261953,6928122,19878918,6652073,8339145,15014864,14340159,18844661,12541645
2021-05-17,4482499,15627085,1813483,18708192,1208850,11618662,5353627,14766209,4818521,10696338,18927208,14440445,19255614,15234848,4445671,11788892,19217950,8822229,17455294,3144288,15435402,15277398,13193538,11527155,10034029,6999636,1949183,3104769,1125186,12132971,17363301,1793106,1187123,4818521,10607046,10757662,6676631,14322044,12330642,10049660,7751906,8263133,6929865,19882948,6646643,8339230,15009711,14340149,18848418,12539296
2021-05-18,4483401,15624288,1815970,18708053,1209551,11609765,5353157,14759614,4818096,10696213,18937236,14439800,19251203,15235737,4444016,11784018,19214418,8818071,17456233,3143631,15446683,15274384,13191019,11527679,10031479,6993570,1945497,3099875,1122871,12146107,17359093,1790492,1189923,4818096,10607622,10760718,6681114,14314469,12332349,10048259,7751804,8263789,6934696,19877863,6654014,8343465,15009228,14342532,18846055,12544980
2021-05-19,4483519,15620124,1813444,18716915,1208568,11618182,5355634,14762739,4818623,10694676,18931199,14440430,19252404,15240760,4439111,11787246,19215439,8822456,17454298,3146054,15436102,15282158,13191073,11529082,10037092,6998785,1947796,3103784,1126008,12133360,17359444,1791983,1188441,4818623,10610666,10758594,6680813,14315887,12340009,10052610,7753622,8260428,6930630,19878945,6646923,8347713,15016292,14344483,18856042,12542885
2021-05-20,4487049,15617101,1813879,18708212,1209860,11611711,5355454,14761466,4817750,10688043,18926543,14445225,19253156,15231167,4441590,11789611,19216295,8818925,17461321,3144898,15438736,15279168,13194533,11524472,10033096,6990995,1948348,3104950,1125381,12145860,17361383,1791656,1186774,4817750,10611836,10756009,6677776,14307391,12328184,10053143,7753107,8267353,6930997,19885907,6652493,8341342,15012133,14339616,18853343,12535948
2021-05-21,4484142,15618163,1813737,18707547,1209629,11614854,5357078,14757136,4819944,10692885,18934796,14436669,19261268,15236743,4444595,11792001,19217471,8827687,17453446,3144047,15440941,15281737,13195829,11526171,10033998,6996728,1945201,3103422,1126245,12143991,17355713,1793405,1189547,4819944,10607080,10758880,6677333,14320297,12329432,10048724,7761998,8262268,6934086,19877976,6654213,8339675,15018618,14348153,18850737,12539079
2021-05-24,4481041,15626786,1813449,18707678,1209201,11614237,5351955,14761015,4820780,10697850,18933540,14436974,19250909,15237839,4446187,11787416,19218293,8824373,17453483,3143346,15444462,15277610,13200105,11530827,10036180,6996942,1947674,3106538,1126929,12141552,17360988,1793236,1186641,4820780,10611853,10755121,6678189,14318352,12327346,10049675,7753136,8262648,6929130,19880887,6649554,8345648,15009127,14340852,18852975,12552240
2021-05-25,4479829,15613243,1814389,18705188,1210075,11612345,5353634,14760969,4817481,10692444,18932260,14440102,19262654,15240842,4443490,11789858,19214827,8826520,17456789,3143812,15434706,15277393,13204390,11524949,10035651,6998885,1945353,3105126,1126571,12144105,17362301,1792731,1186621,4817481,10605020,10753062,6672909,14317536,12333225,10043030,7751767,8264911,6925497,19884714,6653038,8342781,15005851,14344634,18840970,12539902
2021-05-26,4486558,15626355,1815357,18703682,1208887,11608384,5357473,14760697,4819552,10694967,18929874,14442623,19262200,15238467,4445382,11795161,19214454,8817983,17458186,3142786,15444773,15279655,13191876,11532855,10032796,6996759,1944953,3106400,1125198,12135022,17358890,1794635,1188575,4819552,10611750,10754549,6681352,14321013,12336243,10049349,7758137,8264783,6927598,19881380,6652588,8341560,15012191,14337749,18855524,12546857
2021-05-27,4483338,15619794,1814340,18709687,1208743,11616255,5351619,14767357,4818516,10690265,18932221,14435566,19250482,15237319,4444688,11791472,19215779,8827076,17450637,3141569,15441651,15282681,13191614,11531862,10037134,6998992,1947465,3105966,1124675,12138412,17368818,1793071,1186888,4818516,10607543,10759504,6681981,14317220,12331772,10044359,7748086,8264394,6929634,19888757,6653499,8338824,15015445,14343883,18841919,12537902
2021-05-28,4483657,15624921,1814307,18716807,1211593,11611632,5353590,14765005,4821695,10697034,18937786,14438693,19257241,15241118,4445996,11794036,19216644,8819196,17457586,3146183,15444917,15276747,13194740,11530309,10036325,6997700,1948450,3103852,1125432,12137176,17360612,1794612,1190380,4821695,10613054,10755532,6675752,14316861,12328837,10049000,7755937,8269031,6927881,19883637,6654991,8340804,15018440,14341442,18848279,12545315
2021-05-31,4486890,15617572,1814320,18702437,1210442,11614965,5352521,14764114,4818307,10695427,18937080,14437431,19247099,15231663,4443305,11793927,19219529,8822574,17457331,3144123,15444952,15282678,13197453,11527540,10035808,7000313,1947103,3103186,1126291,12136981,17355943,1792872,1188843,4818307,10608305,10761783,6680187,14319630,12330727,10050358,7756723,8264970,6925200,19879882,6650042,8340173,15016918,14342727,18847094,12541483
2021-06-01,4484890,15621723,1815152,18707638,1209952,11616699,5352615,14771832,4817981,10692103,18930953,14441409,19262392,15235491,4443346,11790946,19211770,8824822,17450034,3144538,15446125,15281224,13192100,11528805,10040772,6998655,1948450,3104088,1125803,12137462,17360826,1792481,1188747,4817981,10610800,10758234,6675935,14317696,12334959,10053889,7754871,8259249,6926337,19876810,6646959,8348853,15020625,14347988,18845349,12542247
2021-06-02,4484222,15622112,1813110,18702816,1209434,11616607,5353416,14765025,4825769,10690576,18927247,14443263,19262284,15241162,4440798,11793966,19212831,8823794,17448529,3144196,15446535,15282307,13193649,11530740,10036698,6994937,1944972,3103577,1123942,12141081,17365194,1793730,1191119,4825769,10607145,10754342,6680074,14315753,12333652,10049557,7748959,8262051,6930549,19885933,6648785,8343704,15021406,14342824,18847520,12545953
2021-06-03,4481215,15615806,1816173,18711097,1210133,11614332,5352830,14752843,4819596,10690830,18927686,14440277,19259539,15239630,4442590,11798203,19216265,8817558,17452281,3145177,15440291,15276370,13196566,11527111,10034938,6997442,1947411,3105164,1124826,12142313,17368708,1793817,1189643,4819596,10614333,10757341,6680070,14316803,12332825,10051578,7754680,8257270,6927223,19885227,6653529,8343362,15016550,14345137,18843897,12538967
2021-06-04,4482586,15614250,1815215,18711237,1208073,11607275,5351539,14757267,4821612,10695894,18923485,14443896,19255650,15231265,4447489,11794120,19217408,8825467,17454259,3144907,15439583,15281829,13196364,11526477,10031628,6994378,1943865,3102652,1124988,12135226,17368292,1795175,1189398,4821612,10607970,10760274,6674679,14324714,12332276,10047295,7750619,8268158,6929721,19871970,6648117,8341390,15017080,14341693,18851820,12544595
2021-06-07,4482669,15617433,1812836,18706581,1209473,11613758,5353644,14756838,4823522,10691406,18927794,14442201,19255543,15238797,4445754,11790375,19221940,8817617,17458154,3138761,15447256,15280533,13199354,11525541,10033803,6993818,1943008,3104063,1126464,12143723,17365362,1792340,1189522,4823522,10617290,10758900,6680562,14320710,12330441,10049904,7752134,8261884,6929791,19878153,6645885,8338869,15020274,14342841,18850378,12542146
2021-06-08,4485574,15615317,1810960,18705929,1209013,11610650,5357259,14763443,4822201,10691746,18936857,14445868,19257928,15238442,4442413,11791779,19216199,8823674,17453345,3143006,15451855,15273945,13192584,11528372,10030064,6999808,1945033,3104832,1123017,12142169,17362095,1794168,1188456,4822201,10603128,10753932,6678555,14311488,12329350,10046462,7755163,8269426,6930923,19883676,6650507,8342696,15013886,14345032,18844345,12543726
2021-06-09,4486594,15614772,1813455,18711604,1208687,11616228,5355485,14758888,4818647,10695460,18931450,14442156,19257090,15232001,4445734,11791005,19222280,8826926,17455843,3148087,15442868,15271605,13191692,11530700,10039860,7000286,1946729,3104463,1124228,12146225,17355843,1794127,1188185,4818647,10615141,10753276,6679628,14322206,12330629,10043748,7758245,8264405,6929727,19887437,6652826,8340798,15017215,14347889,18857701,12534554
2021-06-10,4486802,15623216,1815324,18709689,1209633,11614086,5357006,14753622,4818788,10694927,18930894,14443653,19255029,15236006,4443309,11787221,19214457,8821610,17457005,3141407,15432992,15274766,13194774,11529840,10033762,6995946,1945831,3104951,1125794,12141915,17357766,1792729,1188418,4818788,10607441,10757828,6682614,14318521,12330505,10050703,7752313,8266151,6930257,19877025,6650731,8343776,15016253,14341561,18851846,12537410
2021-06-11,4486584,15626279,1812608,18700435,1208437,11614213,5352856,14753747,4815974,10689717,18929040,14443244,19255712,15240434,4445666,11792489,19209587,8826572,17456623,3144071,15438058,15279684,13197754,11531626,10032320,6991321,1947234,3104920,1124978,12138875,17368232,1795030,1189969,4815974,10607344,10758846,6680014,14314219,12330181,10042082,7753206,8260681,6932751,19883945,6650824,8338120,15017963,14340293,18847193,12542231
2021-06-14,4487794,15625450,1815661,18707559,1209691,11613032,5356659,14758811,4820935,10694197,18930616,14440526,19259995,15231986,4443563,11794432,19215818,8825862,17452519,3143614,15447534,15271417,13192671,11519312,10027419,6996968,1947144,3103147,1126608,12138861,17355346,1793741,1188878,4820935,10608599,10750433,6674614,14325690,12324588,10050326,7752656,8262637,6930997,19877247,6652383,8345097,15019074,14343177,18845101,12543506
2021-06-15,4486110,15619828,1811947,18709177,1210339,11615581,5353921,14763661,4818401,10697398,18930786,14441726,19257622,15235130,4442243,11790615,19215310,8827004,17452802,3143428,15442002,15280821,13193464,11529364,10033817,7003425,1947567,3106449,1124874,12137444,17359140,1794189,1188706,4818401,10609197,10755027,6677009,14312973,12336429,10047073,7751912,8261907,6926377,19875054,6651983,8346520,15019634,14344646,18855526,12542840
2021-06-16,4483104,15622840,1813044,18708427,1208863,11613140,5355667,14772771,4816758,10694104,18933036,14445646,19259065,15244418,4445254,11788689,19213663,8824973,17444856,3144231,15439312,15280150,13186917,11526355,10039691,6994210,1947582,3103326,1124281,12140484,17356585,1793166,1188415,4816758,10607357,10758382,6678394,14317287,12331171,10050815,7754612,8262738,6928931,19885197,6653364,8340555,15016280,14341422,18847146,12549715
2021-06-17,4482964,15621360,1813983,18708127,1210620,11612053,5355348,14758264,4818239,10699229,18936192,14443456,19256895,15240487,4446788,11789299,19221701,8827052,17458404,3143851,15442466,15280895,13194468,11528693,10035132,6996545,1946973,3103786,1126320,12135175,17355151,1794622,1188102,4818239,10607912,10762132,6678573,14315307,12337762,10054709,7751180,8261223,6931595,19880860,6648808,8343982,15020270,14344010,18852461,12546158
2021-06-18,4484323,15618345,1815357,18713445,1212095,11620686,5352632,14763145,4821338,10695069,18932092,14443058,19257023,15241565,4443814,11786248,19213121,8821653,17455640,3144756,15441465,15279570,13200920,11526904,10032853,6993580,1946843,3099992,1123353,12140832,17364816,1793610,1188231,4821338,10615656,10753381,6684318,14319397,12331605,10048345,7755205,8261111,6931832,19883168,6653949,8346209,15021769,14337071,18855112,12545992
2021-06-21,4486644,15620060,1815613,18707272,1209213,11619293,5354849,14769175,4820656,10696296,18930299,14438767,19259970,15233850,4444535,11787853,19211551,8821628,17451329,3141670,15444484,15280330,13195227,11525361,10034864,6996971,1945999,3106733,1124019,12139970,17360498,1794295,1188054,4820656,10607745,10756380,6676736,14310715,12329338,10044225,7759091,8259709,6928594,19885084,6653016,8341891,15014284,14341604,18856217,12537302
2021-06-22,4480889,15617118,1813387,18715426,1209154,11610453,5352003,14768271,4823272,10692138,18930592,14439666,19259866,15242071,4447691,11789455,19218351,8824408,17454055,3143465,15442136,15277338,13194288,11526339,10035368,6999187,1946794,3103187,1125895,12140024,17362349,1795558,1188707,4823272,10605384,10759285,6679924,14320298,12332337,10050139,7752303,8262401,6930226,19877296,6656212,8342276,15020751,14343121,18848320,12540486
2021-06-23,4480250,15616190,1814756,18709513,1209518,11608605,5355539,14761802,4818677,10691246,18925762,14445178,19259868,15230904,4441168,11787027,19207797,8818880,17461743,3143344,15445485,15283678,13196103,11531528,10033034,6995346,1946069,3101011,1125633,12146437,17357744,1793140,1188949,4818677,10609153,10759337,6676483,14310883,12336951,10039155,7752233,8262312,6933689,19878780,6652272,8345906,15017921,14337150,18856103,12545566
2021-06-24,4481082,15619677,1815218,18704048,1211498,11615027,5357191,14764164,4814907,10690173,18929903,14439293,19255820,15235188,4442364,11793248,19215819,8818315,17460306,3143487,15439963,15271664,13199044,11531781,10036975,6996496,1946191,3104802,1126003,12135988,17355144,1794679,1188986,4814907,10606073,10756242,6682486,14312816,12328941,10053920,7757076,8266364,6929757,19883964,6653653,8343278,15013943,14339611,18847964,12540590
2021-06-25,4487821,15621462,1813223,18709593,1208967,11614296,5355876,14760424,4816349,10696798,18928956,14443466,19257146,15231030,4441481,11795935,19216550,8822141,17454162,3143490,15437033,15274912,13196779,11527387,10040871,6997144,1947126,3105600,1124396,12139052,17360105,1792622,1189469,4816349,10608444,10758159,6684422,14311279,12329497,10049405,7752424,8266315,6923258,19877224,6649758,8341322,15018335,14348968,18842688,12543684
2021-06-28,4486256,15614981,1814149,18709390,1209290,11616688,5354710,14761875,4821742,10689633,18924921,14437254,19258898,15241555,4443900,11792004,19216799,8814095,17458167,3140989,15437893,15274092,13196722,11528861,10034702,6997701,1947387,3105470,1124967,12141492,17360741,1791931,1189040,4821742,10611432,10760237,6679653,14312594,12329612,10042929,7749631,8264811,6927805,19886985,6653807,8342466,15009942,14339328,18849292,12549934
2021-06-29,4485788,15622836,1814318,18698134,1209066,11611553,5353524,14762753,4819549,10695782,18932989,14440389,19254612,15237210,4445982,11790304,19215929,8820281,17457453,3143388,15440706,15273473,13197426,11522581,10033386,6996813,1948124,3103020,1126477,12137708,17356041,1792867,1187620,4819549,10614546,10756993,6681160,14316500,12337985,10047145,7757021,8260790,6926148,19887741,6649083,8346343,15015514,14343745,18851327,12544257
2021-06-30,4482527,15620482,1815460,18709885,1209558,11613797,5356219,14760159,4820906,10696348,18931367,14443426,19252199,15237052,4443414,11795351,19217420,8819665,17457629,3146338,15448021,15280820,13195844,11529709,10032312,6998996,1947449,3105717,1126304,12134782,17360619,1791158,1188366,4820906,10612444,10757189,6679041,14314738,12333095,10045807,7752862,8259284,6930537,19883563,6649883,8344411,15012358,14342679,18856590,12542040
2021-07-01,4485231,15621787,1813710,18707897,1208606,11606552,5354544,14762319,4816661,10697101,18927130,14438839,19260108,15232742,4444855,11793343,19218252,8821738,17451327,3142846,15439535,15274810,13188231,11530688,10034667,6994034,1945740,3105362,1124544,12135651,17354491,1792582,1189738,4816661,10605645,10763929,6677943,14315975,12335333,10049863,7757063,8263233,6933136,19879762,6650922,8342325,15017892,14345089,18848478,12547369
2021-07-02,4485955,15618396,1813346,18714505,1209292,11618161,5351666,14760430,4822124,10689889,18932605,14444449,19258403,15235852,4443923,11787344,19214171,8820245,17452696,3142983,15437745,15271983,13194575,11530204,10035918,6992960,1944172,3105504,1124135,12138451,17364359,1794102,1189598,4822124,10609867,10758941,6682101,14315942,12333779,10050975,7749645,8264283,6934306,19886585,6649499,8340950,15019554,14333137,18849481,12549987
2021-07-05,4483114,15619739,1814607,18711567,1209011,11610219,5352875,14757545,4818935,10698059,18928949,14445712,19266898,15234779,4440941,11789003,19220189,8822560,17452079,3141978,15447946,15274555,13195449,11522110,10028020,6994412,1947706,3105364,1124006,12134963,17353558,1793036,1188217,4818935,10609491,10754366,6676605,14306933,12331872,10048255,7757348,8263564,6931126,19884738,6654731,8342279,15012302,14346580,18849530,12536428
2021-07-06,4484783,15624438,1814128,18716268,1208973,11611302,5355680,14760522,4820515,10692133,18936909,14442196,19258359,15241126,4442515,11793952,19208998,8827034,17454626,3143794,15439345,15267805,13192389,11523046,10039245,6992795,1946821,3106460,1125562,12136066,17361725,1792965,1187234,4820515,10613009,10755781,6681050,14310860,12330217,10046496,7756575,8260859,6927941,19872352,6651215,8335165,15014057,14344500,18854438,12549189
2021-07-07,4485681,15624294,1814772,18713963,1208849,11611512,5352295,14763472,4819871,10689816,18937041,14439934,19259762,15232795,4440132,11797037,19210546,8826929,17457807,3142196,15446011,15281587,13192627,11526937,10035168,6995712,1944744,3105802,1125287,12140478,17369671,1792573,1188973,4819871,10609903,10759950,6677822,14314327,12334842,10052945,7747839,8264645,6925594,19882567,6653082,8340863,15013888,14348421,18851955,12540228
2021-07-08,4489448,15623923,1811717,18706591,1209004,11613985,5353708,14755489,4823071,10690408,18925449,14437154,19257728,15238655,4446172,11795989,19220259,8819186,17454316,3143457,15446804,15275150,13187061,11525950,10035164,6996072,1947116,3105912,1126580,12146094,17360211,1791460,1189889,4823071,10608833,10755442,6682161,14310968,12331130,10047908,7753629,8266225,6931043,19874636,6652507,8341300,15015534,14345445,18846387,12538525
2021-07-09,4485646,15616705,1811903,18717668,1208009,11613505,5354705,14763492,4816551,10696234,18933556,14443404,19264138,15242259,4443958,11795340,19226553,8823827,17461619,3144061,15445771,15277271,13195469,11527095,10038959,6998187,1948373,3106215,1126454,12146895,17365851,1791971,1190930,4816551,10608379,10758815,6683261,14317674,12329308,10046197,7761291,8262279,6927428,19880608,6650158,8339861,15013303,14346336,18847391,12542621
2021-07-12,4483977,15617506,1811668,18705111,1209998,11608314,5352153,14769823,4817581,10696007,18938743,14447741,19258188,15231528,4446011,11794456,19215508,8816740,17444941,3143615,15433688,15276168,13193283,11520994,10042384,6998746,1946415,3103560,1126353,12139814,17364033,1792537,1189148,4817581,10604737,10762556,6674202,14312400,12335270,10049849,7752100,8266547,6930448,19884679,6651353,8342128,15013832,14344919,18849375,12536568
2021-07-13,4483353,15622440,1812993,18711912,1210848,11609852,5355171,14762158,4820739,10692760,18930671,14441064,19258938,15238556,4441328,11784456,19212739,8821939,17464547,3143591,15443589,15281524,13202107,11529639,10032358,6998581,1945014,3105687,1123617,12140308,17358805,1792461,1188148,4820739,10606486,10758088,6678063,14317303,12336856,10046243,7757629,8262584,6929217,19886629,6648803,8340839,15012804,14346361,18849908,12546783
2021-07-14,4483059,15618965,1813361,18713777,1208339,11617007,5354250,14764031,4816684,10699154,18934798,14440872,19260644,15238748,4443375,11791762,19220963,8823678,17463593,3145488,15443395,15275625,13188587,11525458,10028823,6992951,1943679,3102821,1126328,12132359,17362377,1791923,1189490,4816684,10610162,10754675,6677073,14319997,12331459,10052061,7752770,8266623,6927523,19879017,6656819,8341466,15012485,14338845,18853026,12541459
2021-07-15,4484066,15616333,1815057,18709576,1209524,11619796,5359553,14758561,4819395,10692366,18926499,14443366,19257755,15243957,4447872,11791784,19212053,8824857,17451964,3142034,15441370,15274015,13195055,11528991,10033334,6993182,1947044,3106358,1124007,12144939,17356251,1794907,1188269,4819395,10607361,10756854,6678844,14316859,12332036,10044599,7756785,8261180,6930825,19884125,6652975,8340512,15015269,14341416,18855922,12544159
